content,sentiment
"@mystery_xox_ Iya klsku juga hampir setiap jam olga jampkos tpi itu pas kls 8, skrng kls 9 mah olga aja udh, soalnya guru olganya juga wali kelas kls ku 😭",neg
@idolfess SUSAH BGT NDER,neg
"@tubbirfess tp emg tmn gua anak teknik kimia........agak...gaje gitu si\nmasa gaada angin ujan badai topan petir bisa bahas ""lu cewe apa cowo sih? kok gapunya tete"". serandom itu anjg kek iya tau gua tepos macem triplek, tp woi? random bgt???",neg
@nanakimiko__ Pelecehan seksual,neg
"@FOODFESS2 ini gua yg halu apa ga ya, perasaan dulu ada yg kek blueberry more tp stroberi, itu ENAK BGT SUER 😔👌🏻",pos
@tubbirfess COKLAT KACANG BLUBERI STROBERI ENAK SEMUA PERIODT. tp gua lbh doyan coklat jd pilih coklat 😔,pos
@tubirfess gua ga dicuci krn : 1. diajarinnya ga dicuci ; 2. mager ribet\ntp hbs baca ini repliesnya pada serem bgt ya 😭😭😭 tp gua mager nyucinya GIMANA DONG 😭😭😭 KEK YAKALI DI MALL NYUCI PEMBALUT DULU???????,neg
"lo pikir gw gak sakit hati apa idol gw dijelek jelekin gitu? coba idol lo yg dijelekin gimana si rasanya? berkacalah, kl gamau dijelek jelekin orang gakusah mulai jelek jelekin duluan.",neg
"ati ati aja karna tingkah lo semua nanti idol lo yg dianggap jelek, jangan salahin siapa siapa, ya karna tingkah lo semua.",neg
I meant say* but you get what I mean. Many kids/young adults have issues due to their parents spanking them. If you choose to spank or not that’s your choice but don’t look down on the kids who have formed problems due to it,neg
Kalo mintanya ao3 dan ** ku ada rekomendasi xixixi,pos
@Askmenfess fase ingin foya foya tapi kenyataan lagi gak punya apapa,neg
Lu ya elu. Jangan nyamain gua sama elu 😪,neg
"td ada yg ngmgin quarter life crisis. gua selama 19 taon idup, belom pnrh dgr itu apaan, dan gua kepo, jd nyari di gugel. baca artikel dr @TirtoID. dan akhirnya semua kekepoan &amp; 'pertanyaan' gua yg macem ""aduh takut nanti diumur 30 aku jd anak gagal""",neg
"""aduh time is ticking, tp aku belom sukses juga"" ""aku uda 19 taun tp blm bs bahagiain ortu"",mau dptin kerjaan sesuai passion &amp; minat krn idealisme diri sendiri, dll kejawab juga\n\nthis is the link incase some of u wanna read the article\nhttps://t.co/2qSI7J43Vd",pos
kamis ke bandung yay,pos
LAKI LAKI RONTOK YAOWLOH,neg
Trending nya nama gw. Awas aja kalo tentang cewek nganu https://t.co/7PKcRCxGBY,neg
"ya bd amat soalnya temen rl ku anjing semua, cuma beberapa aja engga, jd ya lebih banyak internet friends lah wkwk",pos
"@ayurrawr Wkwk trus aku ngebayanginnya kamu pas ditimpuk malah nangis bahagia cem di komik2 :""""))) https://t.co/uP92odbTqV",pos
"apalagi kalo makanan 💀 beh gatau diri bgt, walaupun di bank account tinggal 100k tp ngidam chatime ya ttp beli 💀💀🤙🏻🤩🤡 hbs itu ngeluh ""yah anjing bokek gue DUH TAI"" 💀💀💀😂",neg
@fWBase wkwkwk bacanya mas mas jawa perjaka,pos
"sekolah gapernah ada niat cari masalah kok ya ada aja yang cari masalah ke aku. berantem ya besok, aku tunggu di gerbang belakang, jam 4.",neg
@sosisaci Takut aja gitu karna gak ada yang mau nerima dosa dosa gua,neg
"tbtb kepikiran ""nanti ada gak ya yang mau nikahin gua?""",neg
"bulan ini dia pulang,,\nKALO YA KALO dia ajak ketemu, gas jgn ya 🤔\npengen w giniin sbnrnya ""oh masi inget ama gua?"" ato ""oh masi nganggep gua temen lu?""\n\ntp ngajak drama bgt anjir............",pos
"suer ya, dulu tuh pas nypkap bilang ""gila checkup ke dokter gigi aja kamu bedua ama ade kamu abis 1.5jt, mahal bgt"", gua ibget bgt gua ngmg ""hah emg 1.5jt mahal?""\n\nSKRG GUA TAU 100k AJA UDA GEDE ANJIR 😭😭😭",neg
"emang ya, kalo udah miskin baru kerasa susahnya cari uang 😭😭😭😭😭😭😭😭\nNIH YA BUAT KALIAN YG MASI SULTAN PAKE DUIT ORTU, NIH GUE BILANGIN YA, CARI DUIT TUH SUSAH SUMPAH. DULU GUE PAS MASI SULTAN GABERASA ANJIR 500K JUGA....SKRG? DPT 100 AJA SUJUD SYUKUR GUEE",neg
"cmiiw tp setau gua, bendungan/tembok(?) di pik katanya uda hampir jebol??? trus kalo itu jebol ya sejakarta ambyar~",neg
SUSAH MELEK HUAAAA😭😭😭😭,neg
JELEK BGT FOTO YBKU YA ALLAH SEDIH,neg
@AlterBaseRated yah bukan bandung bole ga,neg
@SAIBchessie KJSAHJKSDH bismillah tidak akan ada konflik,neg
"@ayutdiaaa Saat nama aku dipanggil guru, gk tau knp deg2an panas dingin gitu",neg
"@raceuyoil_ Saat nama aku dipanggil guru, gk tau knp suka deg2an panas dingin gitu",neg
HADUH KALO GAINGET UTANG BUDI UDAH GUA SLEDING TAIII GUA AJAK DRAMA,pos
"@sphatikarnawa yay makasih! dirimu akan ke jakarta dalam waktu dekat, btw?",pos
@justlittleboi Pintar,pos
@tikobolobolo Coba hitung korban pembuliyanmu dulu kaka. Insyaflah 😭😂,neg
terserah lu deh mau ngerokok berapa batang tiap hari. asal jangan brengsek-brengsek banget kayak gini,neg
"tapi emang tbh muka dia semulus itu, msh inget yg lain tuh masih keliatan dempul, tapi dia ini putihnya rata gitu antara muka sama leher sama https://t.co/oJgdp6Ejat",pos
@kdrama_menfess uh aku kadang sakit hati kl liat danoh ke haru mulu. kyung itu kaya susah bgt mengutarakan sesuatu. karena masa lalunya. pokonya org paling tersakiti di cerita ini menurutku kay baek kyung:(,neg
"@tytraaack WOI INI BENER BGT ANYING, untung temen w pada laki semua jd kalo w pergi ama mrk cmn pake celana tidur kaos rambut untel2 sendal jepit mrknya b aja 😔👌🏻",pos
Dpt chat dr temen SD. Yg dari kecil main bareng. Dia kena bully gw yg nemenin. SMP SMA beda sekolah tp kita msh main brg. Aku ribut sm abangku. Dia maksa pengen dateng ke rumah. Aku kuliah dia nikah. Kita udah jarang ketemu. Trus dia tb2 chat ky gitu how come you remember that 😭,neg
"Bentar lagi 2020\n\ndan dia balik\n\nDuh\n\nUdah dah lu diem aje di ibukota, gausa balik, pening gue kalo lu balik. Bahaya buat pertahanan diri nih.",neg
"when will men ever learn that women dont exist and do shit to satisfy them aND WHEN WILL YALL LEARN that its always been ""feminine/feminin"" not ""feminim"" wtf its getting so annoying",neg
Kalau saya jadi mbaknya dah pingsan,neg
@dimasajifarid jelek kak,neg
"mending keliatan bangsat diawal daripada diakhir. sumpah nyesel jijik banget yaallah, jauhin manusia kek gitu kek\n\ndasar jelek anjing gatau malu gaada otak",neg
"Kabel listrik PLN copot/turun di samping jalan raya deket perum bumi nusa indah , arah pondok gede",pos
ini gua yg receh apa emg lucu sih anjg 😭😭😭😭😭😭😭 https://t.co/aI2u5Nv75j,pos
Agresif banget anjing gua dkt sm cowo,neg
"bahagia ka, bahagia. kejar terus apapun yg bikin lo bahagia, gw selalu dukung apapun itu. yg penting lo bahagia gw udah cukup.",pos
"bahagia terus ka, jangan buat gw kepikiran. gw jauh, gakbisa setiap saat mastiin keadaan lo.",neg
"bahagia terus ya, makan yg bener, istirahat yg cukup, belajar yg rajin katanya mau jadi taruna? iyakan?",pos
wes diselangi buku teko sekolah gratis iku mbok yo gowoen ojok pati ngandalno tek'e koncone tok akhire lek ilang ngene mbesok seng ngijoli yo tetep aku cok celeng,pos
@fizaacahya kgn malang!!,neg
"gila ya,,hes not really my type tp jung jaehyun stans apakabar???? masi sehat? untung gua bkn jaehyun stan, soalnya kalo iya .....😔😔😔😔😔😔 https://t.co/2PNshMwp83",pos
"ada yg mau artmeet deket2 ini ga? 😔😔😔 gua bosen bgt asli dirumah terus, suntuk, trus juga mau sekalian sosialisasi aja biar ga ansos2 amat-",pos
"Apasihhhhh bingung banget w seneng banget bandingin harga makanan kek post foto apa dibales ""nasi padang udah dapet 10 bungkus"" blablabla first off biiiiish seriously????? BR normally 35++ ya 11k itungannya emang murah",pos
kunci bahagia punya banyak belahan jiwa,pos
@lesvotre dramaa gua abis melihat behindthescene terbarunya nangess lucu bgt😭😭😭,pos
"@idolfess Elf\nLove, carat, oneit, honey10\nKyuhyun\nAuk pusing ganteng semua, susah milih bias.",neg
"@juwichewy_ Lombok, jauh kan",neg
"gasuka cowo ganteng, gasuka cowo jelek. maunya apa sih @clai",neg
"ayoo yng mau difollback nyanyiin gue kekkkkk, jelek gapapa deh asalkan dinynyiinn plsplsplspls",neg
@Wooshinvibes Aku bisa tapi ga di jakarta wk:(,neg
KIBARKAN BENDERA KEMISKINAN ALIAZ HUFT BANYAK SEKALI YG HARUS DIBELI SM AKU BANGKRUT,neg
mau nangis asli....,pos
"@noviaindahk kalo mau merambah ke topik yang asing, kayaknya bisa mulai dari baca artikel di medium dulu. begitu udah punya gambaran, baru deh lanjut ke buku! intinya sih bagi gue bacaan ""bergizi"" nggak harus sulit, jadi cari yang nyaman buat lo dulu aja 👌",neg
@_wahyuS Telat semenit potong gaji duarebu. Sejam udah 120rebu. Umr jogja MENANGIS,neg
ih mAUUUU :(,neg
Apakabar yang kampungny dimedan dan belum pulang samsek?,neg
"@SAIBchessie ""supaya chahun gak paham sama yang aku katakan"" OIYA LUPA KAKAK ORANG PADANG",neg
EMANG DARURAT SEX EDUCATION ASTAGHFIRULLAH,neg
woiii gua lagi reminiscing denger all for you eunji ft seoinguk enak bgt woi @lesvotre,pos
happy birthday to the prettiest thing ive ever laid my eyes on the luv of my life my sugar cupcake my sweet lemon drop on a hot day my little ball of joy and sunshine my FAVORITE FAVORITE FAVORITE person ever u fucking hate me but who tf cares bc I LOVE U W EVERY INCH OF MY BEINF https://t.co/nG75UuL9Pk,neg
"sby mulai ada awan huhuhu semoga besok hujan.... sesuai weather forecast.....walaupun cuma light rain,,,",pos
Stress bgt liat junghwan,neg
Permisi ada yang paham ga ama pesbuk w bingung dah pengaturan dah b.indo tapi ttp ke mix b.ingg ini mak gua nanya gua jawabnya begimanaa x.x https://t.co/saWUqQhQAy,neg
"@Askmenfess eh tp seolhyun jg gila sih, mana kuat gua makan cmn sekali sehari",neg
"she proclaimed herself as someone who's HIGHLY CONCERNED about some issue, accusing others aren't as concerned as she is like she's the BEST",neg
gua pernah bikin ridel pake teka tekinya tabel periodik pas sma. idih sok pinter,neg
ahli IT ketawa pasti denger pernyataan beliooo ini,pos
Kamu teroris hatiku WADIDAW 🤣🤪,neg
@shapeofpir keknya sih wkwkkw tp yg gua liat cuma kayak es serut ditaro kacang merah gt pir,neg
sumpah dah gua beli haus dari haus sampe udah ga berasa haus. sia sia deh duitku wkwkwk mending lo beli uduk kan mi,neg
@woonitz AWAS GOYAH.,neg
anak2 wayv hari ini lg bener2 bahagia yee,pos
@AlterBaseNSFW yah bukan bandung,neg
*oknum,neg
"wakakka jd inget kejadian gua kmrn, kerjain tgs uts dkv salah satu selebgram trs hampir ga dibayar lol. emg sulit ya hidup jd artist yg kerja di bidang visual art.",neg
mau curhat tp gua lupa gua gapunya temen hahahahhahaha sedih ya,neg
kenapasi tai gua baperan bgt kontol,neg
"u guys wont read this tweet but, i really miss us. yg kalo plg pemantapan lgsg jalan kaki dr sekolah-upnormal-gading yg jaraknya +-10-15menit naik mobil, rusuh di gc, dark jokes kalian, urat malu putus, dll\n\nah fuck the drama queen is back",neg
"Hmm jadi pola nya gitu. \n\nPas lo ada masalah ama cewek lo (maybe), lo dm dm gue, dengan konten dm ga jelas. Dan lo ngeluh di twit.\n\nDan pas masalah lo kelar, senengnya balik lagi, ya kaga dm gue lagi.\n\nGapapa sih sebenernya. Tp kesannya kek pelarian doang ga sih wkwk",neg
"Waktu nntn drakor liat bagian itu ngerasanya ""sabarlah"" ""emang gitu ya"". Eh ternyata gua skrg lg di posisi itu. Dan ternyata bener sedihnya kek di tuh drakor 😭",neg
apakah gua mesti ngemall sendiri??? HhHHH sedih ya,neg
@wintersehunn JELEK BGT GW DR BLAKANG FUK,neg
@aghniahafisah waaa thanks! (terus baru sadar gue nulis bolehkah dipisah HAJSGSSJJ jelek banget),neg
PAS PAGI GUA BANGUN HADEP2AN AMA TY DKT BGT DONG LIKE BITCH WHATJZJSJSJSJSJJS  trs gue cmn pandangin dia doang krn BRUH BIAS GUE DEPAN GUE DONG LG TDR PULA DEKET BGT PULA HAHAHAHHAHSHSH KAPAN LG JINGGGGGG trs galama dia bangun trs cmn senyum trs yauda gue bnrn bangun dr mimpi 😂,neg
"BUKAN ON STAGE ATO FANMEET GT? trs gue planga plongo, trs itu cewe blg ""nih kenalin, taeyong, pacar(?)ku"" *gua lupa dia blg pacar apa suami\nGUA DISITU HAH HEH HOH ANJING KEK ""OH PANTES NI ANAK MIRIP SIAPA GT KOK FAMILIAR, TP HAH? GMN GMN???""",neg
"oiya, i hate kids. jd kalo gua bs bilang itu anak lucu, ya bnrn lucu ga annoying.\ntrs ni ceritanya gua lg main ama anaknya main ama pacarnya(?) jg, trs tbtb taeyong dtg. GUE SHOCK DONG KEK HAH KOK ADA TAEYONG TF???? BIAS GUE???? DEPAN GUE???? DI KAMAR PULA?",neg
"GUE BARUSAN BARU BGN SOALNYA TD LANJUT TDR KAN,, GUESS WHAT GUA MIMPI APA...\n1. gua ada kek acara kantor BARENG HENDERY YANGYANG LUCAS,, BY I MEAN ""BARENG"" TUH LITERALLY BARENG. SEKAMAR. BER 8. tp pisah ranjang. mereka seranjang ber3, gua bareng tmn gua ber2, trs ada 1 ranjang lg",neg
isinya tmn kantor lain tdr ber3\nTRUS INI WILD BGT. ceritanya gua gbs tidur tp yg lain uda pada tdr (termasuk hendery). tp kucas yabgyang gbs tidur jd mereka haha hihi TERUS MEREKA KE TOILET BARENG DONG? MAU KENCING KATANYA.\nDAN GUE GATAU KNP GUE KEPO BGT TP W IKUTIN SKSJSJJS,neg
Meskipun akhirnya mereka sama2 bahagia sih yaa tapi akutu tetap mau sunoh sama jojo tapi jakkanim berkata lain,pos
Bacot kalian protes mulu.,neg
@richseungyoun aku jawa timuran malah!!! Aku SMA di jateng....jadi paham jawa timuran sama tengahan wkwkw aku baru bangun......senoga lambungnya pada sehat yakkkk amiin,pos
@richseungyoun aku orang jawa btw wkwkw,pos
"@CNR_EKSXXXXXX 2.500 perdebet tan. Klo Bapakmu nanggung pembayaran yg lain (termasuk tertanggung / satu kk) berarti charge nya sekali aja, setauku gt. Seandainya kewajiban autodebet dibarengi sama kerjasama antara bpjs dan bank jd charge bs ditekan, kan bikin lebih tenang",pos
@justafernleaf kalo warna warni jelek,neg
Yang baik pijitin kaki gua kek,pos
@dikobokobok mau bahagia? follback ak ^.^,pos
"Honestly w mikirin siapa yang rajin banget bungkusin poop,,,,",pos
"tbh, how does it feel to be namjoon? he is the one who face the problem, the hate and lead the group and army. he is the one in the front line. and his tears today proved his real emotions over the things he had been and has to face. this hurts so much.\nhttps://t.co/0bO1I2exQ4",neg
Pibedey yuyun kesayangan kak cesssss aku juga sayanggg semoga lancar debut dan kalirnya biar kaya raya sukses dunia akhirat♡♡♡\n#잇즈쁘띠데이_윤성아_생일축하해\n#PetitYunseongDay,pos
berencana pulkam akhir tahun bismillah semoga dapet tiket murah,pos
"kaki gua tuh bener bener kering parah. kalo tiap ke lapangan biasanya makin parah, bener bener kayak ngelupas gitu. jd kalo abis cuci kaki jalan gua pake tumit itu ga dilebay-lebayin tp emg perih anjir wkwkwkwk dan gua males bgt utk ngobatinnya, gt mulu siklusnya",neg
Si mbak * ga di platform yang membesarkan namanya gak disini gak di yucub kayaknya sering banget bikin netizen heboh ya,neg
es kacang merah gmn sih rasanya gua kalo liat di drama seger bgt dah,neg
dan kurang ajarnya ini semua dilakuin oleh satu oknum--stray kids,neg
kurang ajar gua dibilang multiregion. gatau gua titisan ustadzah apa wlwkwk,neg
"@bleupotat03 gamaksud sombong ato apa tp emg mnrt gua jg itu slh satu karya terbagus gua saat itu, jd gua kek ""???"" tp gua cmn kek ""oh hehe jgn lupa direpost ya!! 👍🏻"" tp dia gaada apresiasinya dong pen w tampol tp tmn sendiri :') anak fk cant relate ama artist emg :')",neg
"@bleupotat03 WOI INI SEBEL BGT SUMPAH HM. GUE JG PERNAH TMN MINTA GAMBARIN MINGYU, tp gue kan semi realis gt ya jd ga mirip2 bgt. tau dia komen apa? ""gamirip si"" PDHL TMN GUA YG JAGO BGT GAMBAR BILANG UDAH BGS BGT DETAILSNYA??? DAN DIA BLUNT BGT, KEK KALO JELE DIA BLG JELEK",neg
@hwahyunjinie ya banjir,neg
@Poconggg itu susah bang zuzur,neg
"@bukanakuini BUCINNNN!!!,\n.\n.\n.\n.\n.\n.\n.\n.\n.\nBudak cina",neg
Indonesia krisis copyright u.u,neg
"awas aja ampe tibatiba, ""ka bisa ngajar mapel buddha?"" 😭😭😭 https://t.co/yGJqcrZcCI",neg
maget bgt ke kampus. bisa ga sih kalo gua kosong di kosan aja gitu ga kemana mana.....,neg
"ga masuk sekolah hari ini, bagos",pos
Ayo yang belum voteee,neg
Jalan sempoyongan tapi gak ditemukan kandungan alkohol atau narkoba di urinnya? Terus mbaknya mabok apa dong? Mabok agama kaliya,neg
"@ljhcigarette tapi iyakok agak susah u10tion aku dulu ga secepat itu juga ngapalinnya, nonton acaranya mreka lama lama ngeh",neg
aku menyerah.. susah banget:’) https://t.co/rC5Vy2NXj1,neg
@christian_evan4 untung naik ojol(:,pos
@AlterBaseRated bukan lampung tapi ayo kalo ak main kelampung,neg
tolong day6 jangan disuruh joget lagi ya. gua yang malu wkwkwk,neg
@fWBase garau dan kayaknya susah nyari puting cewe indo warna pink,neg
"@AlterBaseRated Nyokap gue nemu laki2 lagi liburan diindo, waktu itu dia dibali posisinya gue lagi di lampung. gue gatau kenal darimana, laki2nya tuh ngasih gift ke nyokap gue terus padahal bokap gue msh ada. laki2nya ngasih ip 7+ sempet gak kepake tapi karna waktu itu bu jadinya dijual lagi",neg
@beingxxhuman Jelek suara lu,neg
"IM WHEEZINFG ""pernikahan sejenis = pelecehan seksual""?????¿¿¿¿¿ elaborate",neg
"@park_ri_rin_ di kota. karena up to date, semuanya dimudahkan. tempatnya org berkembang. di desa sih enak ya adem gitu tapi lebih cocok untuk masa tua nanti. kadang2 kalo kelamaan di desa juga suntuk sih... krn gabisa apa2 jg",pos
jadi pengen nitip fanart ke org yg sering ikut fansign nct :c i have bunch fanart yg emg pengen gua kasih ke mereka sbnrnya tp gabisa ngasi soalnya jauh &amp; gpnrh ikut fansign :c,neg
Selamat Hari #SumpahPemuda2019,pos
WKWKWKWKWKWK pada ngerasa gak mungkin ya ngedrop kak jae xixixixixi,neg
@minarichou iya kak aku tidak suka pembunuhan😭,neg
kkkk knp jahat sm ino,neg
hati hati🥺 @tzuyoo_,pos
"@fWBase susah jelasinnya, cinta itu kayak rumah. nyaman untuk ditinggali, dan susah perginya. cinta dateng tiba tiba. gitukalo",pos
@pecandutidurrr susah gimana,neg
"gua tau toleransi agama gua tinggi, ya tapi masa anaknya mau gua jadiin mualaf sih wkwkwk oke bye sampai juga di kesempatan selanjutnya",pos
"sumpah ya gua hampir dapet lowongan ngajar. semua udah oke, ngajarnya sd udah oke, lokasinya oke, fee ga masalah, terus tibatiba dichat lagi gini: https://t.co/rLNtpYhSxI",neg
@bankmandiri halo kmrn sy top up emoney via nfc di mandiri mobile...sampai skrg blm masuk ya saldonya...itu gmn ya?,pos
udah bener bener musim kemarau kalo rumah gua mati air mulu,neg
"kan gue yg lg nyari beasiswa aja bokap gue yg solat tasbih. sumpah kl idup gua berasa lancar lancar aja, berarti itu bukan gue rajin ibadah, tapi bokap gue wkwkwk",pos
"@Willydud Kalo ketemuan di jakarta juga bisa, bahkan bsd🥰",neg
@rlthingy Dulu jaman sekolah pengen batttssss\nKek keren gituu wkwkw\nEhh sekarng b aja lol,pos
rata alias gapunya tt gais https://t.co/5MNStsNd1F,pos
gua masi belom bisa moveon dr cover doyoung haechan dan skrg mark lee\n\nthankyou so much.,neg
"mau tidur terus berdoa,\nsemoga twice tetap bahagia terus seperti hari ini.",pos
@ninaninoow HAHAHAHAHHA gua lebih suka ini dari yang iklan di bioskop kata waktu itu NGAHAHAHAHA https://t.co/gLwAzYUeYC,pos
"@tubbirfess @NCTsmtown_127 wahai member member nct, apalagi yang 00 line karena kita seumuran, kalo mau belajar bahasa indonesia bisa dm ya, dm gua open kok (dm aja open apalagi hatiku HAHHAHAHA)\nGRATIS! TANPA PUNGUTAN BIAYA APAPUN!",neg
"@DISCUSFESS kebanyakan nunda2 sesuatu, kebanyakan buang2 waktu, kebanyakan overthinking, kebanyakan denger kata orang, kebanyakan ngeluh",neg
@DAY6_BOBSUNGJIN I eat nasi goreng sambal ijo for dinner you should try in Jakarta! https://t.co/cCHQGaKqBk,neg
ANDAI DEKET AKU UDAH KESANA AAAAAA MURAH BANGET,pos
"✨Here's to good people, good nights, good highs, good health, some tears, some stress but I count my blessings✨\nhttps://t.co/oZdUv5nX6B",neg
"Aseli udah umur 20+ masih aja di ajak arisan :""( plis aku mau keluar dari lingkaran setan ini https://t.co/M8qJ6kL0BY",neg
"Remember when ada yang bilang cewek demen nontonin anime cuma gara-gara banyak cowok yang demen anime terus w be like ""???"" Who wants irl men when a whole aomine daiki exist???? https://t.co/hW3Xc6YVob",pos
@Viu_ID kecewa deh sama viu penanganannya selelet itu ya? Sampai sekarang saya ngga bisa pake akun premium padahal udah kirim email ke helpcenternya dari 3 hari yang lalu :/,neg
Wah saya ternyata udh melaksanakan empat rukun indie u.u,pos
@SOOCAcita Sampe oknum [redacted] gelar konsultan. Ah bau bgt,neg
@rflaras Sis some men aint shit...😔✊🏻,neg
Mengenang 9 tahun erupsi merapi 🙇‍♀️ @hidayahsunar @ridwanmifro,neg
"@IndosatCare Indosat akhir2 ini kenapa lemot banget ya :/ padahal paket baru beli paketan dan bar sinyal full tapi ngga bisa play video di twitter, youtoube paling mentok 240p baru jalan videonya",neg
"my country: the new age tuh seru, gua suka bgt sm yang sejong tp kenapa ketahan sama seolhyun ya:( kek gaada chemistrynya gitu w kalo idol yg main tp gua suka seolhyun sih tp kayak kurang pas kalo main drama ah gmn sih w wkwk",neg
@fakcuy gua juga mau donlot dating app ah pusing bgt gua semester tua wkwk,neg
terima kasi Roni kamu telah membantu ku untuk menonton 7 pria kesayangan para army😂😂 dan kamu telah trending Roni!!!🤣🤣🤣  @armyteamADM https://t.co/tiEgrq1zVo,pos
gua makin gangerti ya bangsta sama pola ajaran lu gimana,neg
gila merinding hebat baca thread yg foto di pantai parangtritis tuh 😭😭,neg
"bogor-tangsel tuuuh sangat sangat membuat gua jadi ga bersemangat lg pas nyampe wkwkwk rasanya kalo liat stasiun sudimara di peta jalur kereta deket sama tanjung barat, pengen gua bikin lgsg aja rute kereta dari sana wkwkwk",pos
aku : bin km besok ngapain\nsubin : mo netflixan aja dirumah\naku : km nonton apa emangnya\nsubin : orange is the new black\naku: wow...aku malah nontonnya extraordinary you....\nsubin : IYA ITU RAME BGT DISINI btw katanya when camelia blooms juga bagus...,pos
@kgnbandung ya Allah rasis bgt nih bogor ujan gede sendiri,neg
@biyoungk kayaknya sama kayak di jakarta dah. keluar kereta kering,neg
"""bin makasih ya berkat km bahasaku makin bagus""\n""engaaaa gegara km belajar keras sih makanya (makin bisa)""\n\n;______; semoga bisa temenan terus yang lama sampe aku nyamperin km!!!! https://t.co/Ev78U3a9nD",neg
"""bin makasih ya berkat km bahasaku makin bagus""\n""engaaaa gegara km belajar keras sih makanya (makin bisa)""\n\n;______; sayangku https://t.co/uIT08T4X7m",neg
"@aoi_7moon Bitto kalo di indonesia keknya bakal gini,\n\n""jiJIK MAS AKU JIJIK JIJIK WOEEEEE""",neg
istg dibaca apa sih gua bacanya istigfar wkwkwk,pos
rame bener mentab w lg susah bales wkwk,neg
GILA BAHKAN PHOTOCARDNYA GAMIRIP HAECHAN SAMSEK SKSKSKSKKS EVIL PHOTOSHOPPING INI MAH SM,neg
Cuma di fkt aku bisa ngerasain kesetaraan gender. Ga cewek ga cowok sama sama julid minta ampun. Bener bener rata.,neg
Cuma di fkt aku bisa ngerasain kesetaraan. Ga cewek ga cowok sama sama julid minta ampun. Bener bener rata.,neg
mon maap ni bnrn nanya\nkenapa uname spotify gua gini ya? pdhl pas register namanya biasa2 aja pake huruf biasa https://t.co/PjEy39YPes,neg
Semoga selalu dijauhkan dari scandal buruk😇💕,neg
INI LUCU BGT GUA GBS BRENTI KETAWA 😭😭😭😭😭😭 ITUMAH LI-AR MAZ BUKAN LAYER AKA PEMBOHONG SKSKKSKSJS,neg
@spesdelune Kak cantiii kalo buat ngurangin kutu tuh ada pengaruh dari lingkungannya juga ga sih? Kak canti biasanya gimana perawatan daerah sekitar si bocil2? Pake disinfektan gitu2 ga kak? 🙏,pos
"""berarti eca jenius ya"" gila ya ini orang ga di kampus, ga di rumah, ga sama temen, ga sama kaka sendiri dipuji mulu. how to be eca wkwk",pos
@shapeofpir gua juga masih ampe warung yg jaraknya lumayan wkwkwkwk,pos
aktivis-aktivis 98 kya nya pada merajuk sm presiden ggra prabowo jd menhan 😅,neg
aktivi2 98 sepertinya pada merajuk sm presiden ggra prabowo jd menhan 😅,neg
awas ya btn aku tunggu respon selama 20 hari nya😭,neg
ko gua punya list kejadian penting dari 31 okt 2012 sampe 29 mei 2014 sih..... alay bgt sumpah wkwkwk,pos
@mydayfess iya seinget gua juga jae sama youngk memperebutkan posisi gitaris dulunya wkwkwk tapi dia ngalah terus belajar bass. cmiiw,neg
@shapeofpir @seupaiuh ya Allah ada ada aja dah wkwkwkwk sekolah aku bekas sekolah sekolah kartini khusus wanita WKWKWKWK,neg
sumpah bener kata dijah kayaknya gua harus banyak sedekah. ada ada kejadian pada hidupku dah wkwkwk,pos
"@shapeofpir @seupaiuh ""ada noni belanda"" sekolah kalian ada noni belandanya juga ga? apa bekas rumah sakit?",neg
sumpah gua ga berani ga pake kerudung cuma kalo guru ngaji gua lewat depan rumah doang wkwkwk tp tetep ga pake sih,pos
"Iya dara makan yg banyak, kangen dara era predebut, yg pipinya masih embul chubby",pos
OKAY WHAT THE FUCK,neg
film vertical limit tuh film yg dipake jaman gua smp les di nf sebagai muhasabah diri ya? wkwkwk,neg
@dondowoony susah juga ya mtk smp ko aku ga inget apa apa WKWKWKWK,neg
@askmenfess frutilo gua ditipu sama temen gua anjir katanya ntar bisa berubah warna pas diseduh. ternyata dari jaman sd gua bodoh😭,neg
Astagfirullah jadi makin gemes gua pengen nampol,neg
"sumpah ini adalah acara pelantikan di mana gua terdikacangin wkwkwk seenggaknya gua pengen tau siapa aja nama panitianya, tp ga dikasih waktu buat kenalan. gua cuma duduk doang dari tadi. patuh rundown sekali ya wkwkwk oke gua pulang aja",pos
"""yang ga suka sama gua, 6 orang maju sekarang"" sumpah ya ini pelantikan apa perploncoan sih wkwkwkwk gasuka nih acara beginian",pos
@bbyayl97 Besok gua ajarin di palem biar bisa gini,neg
gila wifi sma gua lebih cepet dari wifi gha,neg
mereka punya jaket almamater juga dong😭 keren bgt wkwkkw skrg bikin herbarium juga lg mereka. jaman gua cuma nguji formalin sm boraks doang pake kunyit wkwkwk,pos
sumpah ini anak kelas 11 ada nyengir mulu kayak mantan gua bikin mau diputusin wkwk anj ya lu mi,neg
"""ka hilmi jadi teka teki aja"" ga lucu ini gua masuk sma 2013 masa mau jadi teka teki. mana ada yg kenal wkwkwk",pos
"yunhong!!! pemberi konten au, mesoh2 hehehe, malang, emot 🐥 di username hahaha",neg
"@Zeepiyay cek langsung di rekening. kemaren ada info darimana ya kalo ppa udah keluar terus temen gua infoin, td gua cek rekening langsung",neg
"@FirstMediaCares halo ini internet rumah saya kok lambat bgt ya tdk seperti biasa, tolong bantuannya 26059401",neg
